canonical_name,aliases,classification,description,uuid,source_cluster
CloudScout,,malware,"According to ESET Research, CloudScout is a  toolset is capable of retrieving data from various cloud services by leveraging stolen web session cookies. Through a plugin, CloudScout works seamlessly with MgBot, Evasive Panda’s signature malware framework.",76abb504-a218-444f-a5ce-8921e10c4a4e,malpedia.json
Cmimai Stealer,,malware,,4b2d60a4-27df-4b27-abd5-7effc33fce67,malpedia.json
cmoon,,malware,,0f5a7988-bf8c-4bdc-a4db-782bba424999,malpedia.json
CMSBrute,,malware,,ad960c5c-f2a1-405e-a32a-31f75b7c6859,malpedia.json
CMSTAR,meciv,malware,,e4e15ab4-9ba6-444a-b154-2854757e792e,malpedia.json
CoalaBot,,malware,,7acd9a27-f550-4c47-9fc8-429b61b04217,malpedia.json
CobaltMirage FRP,,malware,This Go written malware was observed during campaign of COBALT MIRAGE; it includes FRP (Fast Reverse Proxy) published by fatedier on GitHub (https://github.com/fatedier/frp) and other projects additionally. ,a9bebdbf-24b3-40e0-9596-2adf60c3abf8,malpedia.json
Cobalt Strike,Agentemis|BEACON|CobaltStrike|cobeacon,malware,"Cobalt Strike is a paid penetration testing product that allows an attacker to deploy an agent named 'Beacon' on the victim machine. Beacon includes a wealth of functionality to the attacker, including, but not limited to command execution, key logging, file transfer, SOCKS proxying, privilege escalation, mimikatz, port scanning and lateral movement. Beacon is in-memory/file-less, in that it consists of stageless or multi-stage shellcode that once loaded by exploiting a vulnerability or executin",1a1d3ea4-972e-4c48-8d85-08d9db8f1550,malpedia.json
Cobian RAT,,malware,,aa553bbd-f6e4-4774-9ec5-4607aa2004b8,malpedia.json
CobInt,COOLPANTS,malware,"CobInt, is a self-developed backdoor of the Cobalt group. The modular tool has capabilities to collect initial intelligence information about the compromised machine and stream video from its desktop. If the operator decides that the system is of interest, the backdoor will download and launch CobaltStrike framework stager. It's CRM mailslot module was also observed being downloaded by ISFB.",23160942-6de6-41c0-8d8c-44876191c3f0,malpedia.json
Cobra Carbon System,Carbon,malware,,f75452f3-6a4a-4cd6-b3e0-089fa320e9b9,malpedia.json
CockBlocker,,malware,,77e85a95-6a78-4255-915a-488eb73ee82f,malpedia.json
CodeKey,,malware,,cb5bad79-707c-493d-8a2b-4c0be38301c5,malpedia.json
CodeCore,,malware,Ransomware.,3952f4e0-0621-4bc3-bc6f-a848e0e49bd1,malpedia.json
CoffeeLoader,,malware,"Zscaler ThreatLabz states that this sophisticated malware family likely originated around September 2024. The purpose of the malware is to download and execute second-stage payloads while evading detection by endpoint-based security products. The malware uses numerous techniques to bypass security solutions, including a specialized packer called Armoury that utilizes the GPU, call stack spoofing, sleep obfuscation, and the use of Windows fibers. It also contains a backup DGA and is capable of de",91b7cc51-f84d-450a-a1f1-30470c958596,malpedia.json
Cohhoc,,malware,,9481d7b1-307c-4504-9333-21720b85317b,malpedia.json
Coinminer,,malware,Coinminer is an unwanted malicious software which uses the victim's computational power (CPU and RAM mostly) to mine for coins (for example Monero or Zcash). The malware achieves persistence by adding one of the opensource miners on startup without the victim's consensus. Most sophisticated coin miners use timer settings or cap the CPU usage in order to remain stealthy.,333e2e87-b9b0-4e2e-9ed9-7259c55a93db,malpedia.json
coldbrew,,malware,,b30a19b2-383b-4ca5-a047-00910b8a3e03,malpedia.json
ColdLock,,malware,,140f271b-0be1-4455-96c6-015632ade33a,malpedia.json
Cold$eal,ColdSeal,malware,"Cold$eal is a packer for encrypting (sealing) malware. It contains some AV-evasion techniques as well as some sandbox-detection. It was developed by $@dok (aka Sadok aka Coldseal).
It was available as a cryptor service under the url coldseal.us and was later sold as a toolkit consisting of the cryptor and a custom made cryptostub including a FuD garantee backed by free update to the cryptostub. The payload was encrypted using RC4 and added to the cryptostub as a resource. The encryption key its",8d5b7766-673c-493f-b760-65afd61689cb,malpedia.json
ColdStealer,,malware,"ColdStealer is a relatively new malicious program that was discovered in 2022. Like many other stealers its main purpose is to steal credentials and information from web browsers, in addition to stealing cryptocurrency wallets, FTP credentials, various files and information about the system such as OS version, system language, processor type and clipboard data. When the infostealer collects information that will be stolen, it saves the information in the ZIP form instead of files in the memory. ",5869f846-adf8-4798-833e-54c05f9b30f6,malpedia.json
Colibri Loader,,malware,"According to cloudsek, Colibri Loader is a form of malware designed to facilitate the installation of additional malware types on an already compromised system. This loader employs various techniques to evade detection, such as excluding the Import Address Table (IAT) and utilizing encrypted strings to complicate analysis. Similar to other loader malware, Colibri can be utilized to deploy information-stealing malware, potentially leading to significant loss of sensitive data. As a result, users ",09926538-a7a0-413b-bc7d-4b20a8f4b515,malpedia.json
Collection RAT,,malware,,6c6570f3-b407-458f-bb83-647c0b1f5dd9,malpedia.json
CollectorGoomba,Collector Stealer,malware,,5c0f96fd-54c0-44cd-9caf-b986e3fa2879,malpedia.json
Colony,Bandios|GrayBird,malware,,4db94d24-209a-4edd-b175-3a3085739b94,malpedia.json
Combojack,,malware,,150cde2c-ae36-4fa5-8d8d-8dedc3de43de,malpedia.json
Combos,,malware,,2b71a966-da08-4467-a785-cb6abf2fa65e,malpedia.json
ComeBacker,,malware,"ComeBacker was found in a backdoored Visual Studio project that was used to target security researchers in Q4 2020 and early 2021.

It is an HTTP(S) downloader.

It uses the AES CBC cipher implemented through the OpenSSL's EVP interface for decryption of its configuration, and also for encryption and decryption of the client-server communication. 

The parameter names in HTTP POST requests of the client are generated randomly. As the initial connection, the client exchanges the keys with t",44240b4b-09d3-4b6b-a077-bce00c35ea38,malpedia.json
Comfoo,,malware,,f5044eda-3119-4fcf-b8af-9b56ab66b9be,malpedia.json
ComLook,,malware,"ComLook is a malicious plugin for the mail client ""The Bat!"", written in C++ and compiled with MSVC 10.0. It implements malicious commands like PutFile, GetFile, SetConfig, GetConfig, and Command. It contains hard-coded email addresses and other information, indicating a target in Azerbaijan. It was first uploaded to VirusTotal on January 12, 2022, and is associated with the APT group Turla. It appears to be a targeted deployment.",7726de54-95cc-4783-b26f-79882f0f6cba,malpedia.json
CommonMagic,,malware,,600b553b-660b-4bbd-9c5d-4e91af9d276a,malpedia.json
ComodoSec,,malware,,bdecbbe9-7646-40cd-a9f3-86a20b13e6da,malpedia.json
COMpfun,Reductor RAT,malware,,541d5642-0648-4b5a-97b9-81110f273771,malpedia.json
Computrace,lojack,malware,,d24882f9-8645-4f6a-8a86-2f85daaad685,malpedia.json
ComradeCircle,,malware,,634f1977-6cba-4ad7-9501-09e1eaefde56,malpedia.json
concealment_troy,,malware,,db370ffc-c3d2-42fc-b45b-f777d69f98c5,malpedia.json
Conficker,Kido|downadup|traffic converter,malware,,5f638985-49e1-4059-b2eb-f2ffa397b212,malpedia.json
Confucius,,malware,,fe43c7e6-1d62-4421-9d85-519f53e8073f,malpedia.json
Conti (Windows),,malware,"Conti is an extremely damaging ransomware due to the speed with which it encrypts data and spreads to other systems. It was first observed in 2020 and it is thought to be led by a Russia-based cybercrime group that goes under the Wizard Spider pseudonym. In early May 2022, the US government announced a reward of up to $10 million for information on the Conti ransomware gang.",c9dca6f3-2a84-4abe-8f33-ccb7a7a0246c,malpedia.json
Contopee,WHITEOUT,malware,"FireEye described this malware as a proxy-aware backdoor that communicates using a custom-encrypted binary protocol. It may use the registry to store optional configuration data. The backdoor has been observed to support 26 commands that include directory traversal, file system manipulation, data archival and transmission, and command execution.",4181ebb5-cce9-4fb1-81a1-c3f34cb643de,malpedia.json
CookieBag,,malware,,9afa9b7e-e2c1-4725-8d8d-cec7933cc63b,malpedia.json
CopperStealth,,malware,"According to Trend Micro, CopperStealth’s infection chain involves dropping and loading a rootkit, which later injects its payload into explorer.exe and another system process. These payloads are responsible for downloading and running additional tasks. The rootkit also blocks access to blocklisted registry keys and prevents certain executables and drivers from running. The task module is able to download and run additional payloads.",41437086-37fe-403f-bdac-41bde8d429de,malpedia.json
CopperStealer,Mingloa,malware,"According to PCRIsk, CopperStealer, also known as Mingloa, is a malicious program designed to steal sensitive/personal information. It also has the capability to cause chain infections (i.e., download/install additional malware).

Significant activity of CopperStealer has been observed in Brazil, India, Indonesia, Pakistan, and the Philippines. At the time of research, this malware had been noted being spread via websites offering illegal activation tools (""cracks"") for licensed software produ",87afcc5d-27f6-4427-b43c-4621a66e5041,malpedia.json
Corebot,,malware,,495377c4-1be5-4c65-ba66-94c221061415,malpedia.json
CoreDN,,malware,,331f0c80-a795-48aa-902e-0b0d57de85f5,malpedia.json
Coreshell,SOURFACE,malware,,579cc23d-4ba4-419f-bf8a-f235ed33125e,malpedia.json
CoronaVirus Ransomware,CoronaVirus Cover-Ransomware,malware,,ba683942-1524-459a-ad46-827464967164,malpedia.json
CosmicDuke,,malware,,14990e2c-81a2-4750-b9a8-7535d152e437,malpedia.json
Cotx RAT,,malware,,47190b56-5176-4e8b-8c78-fcc10e511fa2,malpedia.json
CountLoader,,malware,"According to Silent Push, this malware exists in multiple versions, including .NET, PowerShell, and JScript. They believe it is part of an IAB toolset or used by a affiliate with ties to LockBit, BlackBasta, and Qilin ransomware groups. CountLoader was also recently used in a PDF-based phishing lure targeting individuals in Ukraine, in a campaign that impersonated the Ukrainian police.",d7d8bc2a-b878-4dee-b87c-5187afb2e6ca,malpedia.json
Cova,,malware,,cad667c1-be0a-49db-b2fb-462082a04fbe,malpedia.json
Covicli,Covically,malware,"Covicli is a modified SSLeay32 dynamic library designated as a backdoor.
The dynamic library allows the attacker to communicate with the C2 over openSSL.",e8986c0c-2997-425d-ae4e-529f82d3fa48,malpedia.json
Covid22,,malware,"Destructive ""joke"" malware that ultimately deploys a wiper for the MBR.",d4796a4f-63f0-42f0-a043-fb91416c29d2,malpedia.json
CoViper,,malware,"PCRisk notes that CoViper is yet another Coronavirus/COVID-19-themed malware infection, most likely proliferated as a file related to the pandemic. It operates by rewriting the system Master Boot Record (MBR). It does not delete the original, but rather creates a backup and replaces it with a custom MBR.

Typically, malicious software that modifies MBRs do so to prevent the Operating System (OS) from being booted (i.e., started). It also displays a screen-encompassing message, often containing",4d7d8496-52a6-47dc-abfe-4997af6dc465,malpedia.json
COZYDUKE,Cozer|CozyBear|CozyCar|EuroAPT,malware,"CozyDuke is not simply a malware toolset; rather, it is a modular malware platform formed around
a core backdoor component. This component can be instructed by the C&C server to download
and execute arbitrary modules, and it is these modules that provide CozyDuke with its vast array
of functionality. Known CozyDuke modules include:
• Command execution module for executing arbitrary Windows Command Prompt commands
• Password stealer module
• NT LAN Manager (NTLM) hash stealer module
• Syst",b461afd0-f5fd-4c25-8367-4235a6e8b9b1,malpedia.json
CrackedCantil,,malware,"According to ANY.RUN, this is a dropper for win.privateloader and its execution will lead to a cascade of downloads with a large variety of additional malware.
The families include more loaders, information stealers, cryptominers, a proxy bot, and ultimately also ransomware. 
The execution order is orchestrated, e.g. as in data is stolen and exfiltrated before encryption.
It is distributed through advertized cracked software, e.g. IDA Pro.",000693a0-b4a6-4d8d-8276-d12403c71196,malpedia.json
crackshot,,malware,"CRACKSHOT is a downloader that can download files, including binaries, and run them from the hard disk or execute them directly in memory. It is also capable of placing itself into a dormant state.",cfa111c1-3740-4832-8e89-12a536f4fff9,malpedia.json
CradleCore,,malware,,6fb5bfff-4b10-43a4-ad3c-a1578f39e83e,malpedia.json
CRAT,,malware,"According to Cisco Talos, CRAT is a remote access trojan with plugin capabilites, used by Lazarus since at least May 2020.",ca901b56-b733-44af-aee2-38da79188dcb,malpedia.json
CrazyHunter,,malware,,9c9d1b98-8b0b-4779-a42b-a5e52c084bf3,malpedia.json
CREAMSICLE,,malware,,9d193a65-dc18-4832-9daa-aab245cd1c86,malpedia.json
CreateHiddenAccount,,malware,A tool that implements the creation of a hidden account on Windows through cloning accounts via the Registry.,5f4932f1-6672-460e-806c-5af090be2626,malpedia.json
